Sukunimi;Lkm 2023; Lkm 2021;Yleisyysluokka
Siiropää;34;35;1
Siirto;29;31;1
Siirtola;466;481;2
Siirtonen;80;82;1
Siisiäinen;23;24;1
Siiskonen;439;447;2
Siistonen;38;42;1
Siitari;490;490;2
Siitarinen;67;69;1
Siiteri;67;65;1
Siitonen;1821;1830;3
Siivari;0;20;0
Siivikko;126;131;2
Siivinen;40;37;1
Siivo;47;50;1
Siivola;519;521;2
Siivonen;1171;1189;3
Sikala;233;234;2
Sikanen;422;433;2
Sikiö;355;369;2
Sikkilä;187;187;2
Siklander;21;21;1
Sikström;53;54;1
Sikstus;53;53;1
Sila;21;23;1
Silakka;25;24;1
Silander;853;870;2
Silanen;64;64;1
Silanterä;53;53;1
Silanto;33;34;1
Silaste;60;58;1
Sildén;27;25;1
Silen;121;124;2
Silén;419;419;2
Silenius;140;136;2
Sileoni;23;23;1
Silfer;34;34;1
Silfsten;42;42;1
Silfvast;122;123;2
Silfvenius;43;44;1
Silfver;408;403;2
Silfverberg;253;254;2
Silfverhuth;42;42;1
Silfversten;20;20;1
Silin;27;23;1
Silius;34;33;1
Siliämaa;107;109;2
Siljala;24;25;1
Siljama;45;43;1
Siljamo;52;53;1
Siljamäki;231;229;2
Siljander;437;442;2
Siljanen;32;32;1
Siljanto;43;43;1
Siljoranta;21;20;1
Silkka;21;22;1
Silla;36;37;1
Sillah;31;28;1
Sillanaukee;53;54;1
Sillander;34;35;1
Sillankorva;179;179;2
Sillanmikko;25;24;1
Sillanmäki;140;145;2
Sillanpää;4578;4593;3
Sillantaka;56;58;1
Sillantaus;33;33;1
Sillantie;22;21;1
Sillberg;40;37;1
Sillfors;54;56;1
Sillgren;81;81;1
Sillman;358;355;2
Sillsten;60;62;1
Sillvan;51;51;1
Silmonen;27;27;1
Silmu;101;99;2
Silmunen;22;0;1
Silmunmaa;27;28;1
Silmäri;53;52;1
Silo;58;55;1
Siloaho;38;40;1
Silokangas;32;32;1
Silokivi;39;40;1
Silokunnas;23;24;1
Silomäki;51;54;1
Silonsaari;43;40;1
Silorinne;22;21;1
Silovaara;22;21;1
Silpola;50;48;1
Silta-aho;31;31;1
Siltainsuu;22;22;1
Siltakorpi;66;66;1
Siltakoski;285;287;2
Siltala;1274;1286;3
Siltaloppi;51;50;1
Siltamies;22;21;1
Siltamäki;95;96;1
Siltanen;1484;1514;3
Siltaniemi;68;72;1
Siltaoja;42;40;1
Siltari;39;42;1
Siltasalmi;61;61;1
Siltavirta;60;58;1
Siltavuori;32;32;1
Siltola;27;27;1
Silva;43;37;1
Silvala;36;39;1
Silvan;308;303;2
Silván;148;149;2
Silvander;159;155;2
Silvanto;40;40;1
Silvas;20;20;1
Silvast;260;265;2
Silvasti;297;301;2
Silvasvuori;25;25;1
Silvén;26;25;1
Silvendoin;24;24;1
Silvenius;36;37;1
Silvennoinen;3201;3242;3
Silventoinen;600;621;2
Silver;229;223;2
Silveri;21;22;1
Silvius;26;26;1
Silvo;186;186;2
Silvola;512;518;2
Silvonen;474;473;2
Simanainen;240;239;2
Simanen;30;31;1
Simberg;127;127;2
Simelius;160;154;2
Simell;55;52;1
Simi;162;163;2
Similä;1014;1012;3
Simmala;21;23;1
Simmelvuo;24;24;1
Simmons;24;23;1
Simo;41;42;1
Simoinen;58;61;1
Simojoki;170;173;2
Simola;2191;2220;3
Simolin;439;429;2
Simon;59;53;1
Simonaho;118;119;2
Simonen;2107;2140;3
Simons;139;142;2
Simonsen;62;56;1
Simonsén;22;21;1
Simonson;64;54;1
Simonsson;40;40;1
Simontaival;121;116;2
Simos;41;43;1
Simoska;77;77;1
Simovaara;20;21;1
Simpanen;589;604;2
Simperi;20;20;1
Simppala;0;21;0
Simppula;23;23;1
Simpson;52;45;1
Simpura;203;203;2
Simsek;79;72;1
Simsiö;46;42;1
Simu;23;25;1
Simukka;27;28;1
Simula;575;587;2
Simulainen;20;21;1
Simuna;82;82;1
Simunaniemi;44;44;1
Sinanbegovic;25;23;1
Sinani;21;0;1
Sinclair;20;0;1
Sinda;65;63;1
Sinelampi;24;24;1
Sinerkari;29;28;1
Sinersaari;21;0;1
Sinervo;406;416;2
Sinervuo;33;34;1
Sinervä;153;149;2
Sinettä;40;39;1
Singh;499;476;2
Siniaalto;26;26;1
Sinijärvi;47;46;1
Sinikallio;61;63;1
Siniketo;63;60;1
Sinikumpu;37;37;1
Sinilaakso;23;23;1
Siniluoto;111;108;2
Sinimäki;28;27;1
Sinipuro;21;23;1
Siniranta;61;63;1
Sinisaari;55;55;1
Sinisalmi;51;53;1
Sinisalo;1888;1880;3
Sinisilta;22;22;1
Sinitalo;21;0;1
Sinivaara;164;165;2
Sinivirta;44;45;1
Sinivuori;213;217;2
Sinjoi;21;21;1
Sinkari;20;20;1
Sinkkilä;80;79;1
Sinkko;507;519;2
Sinkkonen;1869;1903;3
Sinkman;33;34;1
Sinko;99;96;1
Sinkonen;24;24;1
Sinnelä;23;23;1
Sinnemaa;23;22;1
Sinnemäki;73;72;1
Sinokki;75;72;1
Sintonen;537;539;2
Sipakko;31;31;1
Sipari;321;324;2
Sipi;109;109;2
Sipilä;3165;3194;3
Sipiläinen;704;709;2
Sipinen;352;363;2
Sipola;1305;1317;3
Sipolainen;52;54;1
Siponen;917;941;2
Siponkoski;41;42;1
Siponmaa;64;63;1
Sipovaara;76;68;1
Sippala;185;181;2
Sippari;23;24;1
Sippel;81;83;1
Sippo;133;133;2
Sippola;1385;1414;3
Sipponen;566;576;2
Sippu;93;96;1
Sippula;33;34;1
Sippus;43;43;1
Sipura;39;41;1
Sirainen;149;146;2
Sirama;24;24;1
Sireeni;66;68;1
Sirelius;29;29;1
Siren;848;880;2
Sirén;2287;2301;3
Sireni;64;66;1
Sirenius;118;120;2
Sirenne;21;21;1
Sirjonen;39;41;1
Sirkeinen;37;38;1
Sirkelä;31;32;1
Sirkesalo;20;20;1
Sirkiä;938;957;2
Sirkka;544;554;2
Sirkkala;71;74;1
Sirkkanen;20;20;1
Sirkki;25;26;1
Sirkkilä;25;25;1
Sirkkiä;29;28;1
Sirkko;28;29;1
Sirkkola;21;21;1
Sirkkunen;28;27;1
Sirmola;22;21;1
Sirniö;149;151;2
Siro;272;265;2
Sirola;417;422;2
Siromaa;21;21;1
Sironen;855;854;2
Sirpoma;40;37;1
Sirro;56;59;1
Sirrola;22;23;1
Sirvio;71;68;1
Sirviö;2210;2226;3
Sissala;137;134;2
Sisso;72;72;1
Sissonen;197;200;2
Sisto;38;37;1
Sistonen;384;385;2
Sisättö;23;23;1
Sitomaniemi;27;27;1
Sittnikow;20;20;1
Siu;78;69;1
Siukkola;69;71;1
Siuko;117;119;2
Siukola;281;285;2
Siukonen;124;124;2
Siukosaari;27;27;1
Siuro;78;80;1
Siurola;42;41;1
Siuronen;20;0;1
Siurua;207;208;2
Siuruainen;147;149;2
Siusluoto;28;30;1
Siutla;21;21;1
Siuvatti;102;102;2
Sivander;28;28;1
Sivanne;22;22;1
Siven;113;116;2
Sivén;405;409;2
Sivenius;138;139;2
Sivil;69;66;1
Sivill;24;24;1
Siviranta;23;23;1
Sivola;25;27;1
Sivonen;1992;2015;3
Sivosuo;21;22;1
Sivula;1512;1507;3
Sivunen;160;159;2
Sivusalo;24;24;1
Sjelvgren;38;37;1
Sjö;91;97;1
Sjöbacka;40;42;1
Sjöberg;1421;1411;3
Sjöblad;80;79;1
Sjöblom;2229;2272;3
Sjödahl;84;85;1
Sjödin;25;24;1
Sjögren;537;548;2
Sjögård;62;61;1
Sjöholm;1073;1083;3
Sjökvist;40;40;1
Sjölander;39;39;1
Sjölind;100;98;2
Sjölund;657;657;2
Sjöman;437;442;2
Sjöqvist;73;73;1
Sjöroos;343;349;2
Sjöskog;31;32;1
Sjöstedt;173;175;2
Sjösten;80;79;1
Sjöstrand;183;184;2
Sjöström;560;568;2
Sjövall;158;155;2
Sjövik;20;22;1
Skaag;27;26;1
Skaffari;118;123;2
Skants;43;42;1
Skantsi;64;64;1
Skantz;103;100;2
Skarp;159;154;2
Skata;29;31;1
Skinnar;22;22;1
Skinnari;173;177;2
Skinnars;35;35;1
Skippari;145;146;2
Skjäl;38;39;1
Skoas;21;21;1
Skofelt;31;29;1
Skog;650;663;2
Skogberg;405;411;2
Skoglund;97;101;1
Skogman;106;110;2
Skogster;241;241;2
Skogström;126;122;2
Skomars;27;28;1
Skonbäck;60;63;1
Skoog;31;31;1
Skopa;24;23;1
Skott;56;53;1
Skottman;40;41;1
Skrabb;37;38;1
Skrifvars;106;109;2
Skriko;51;52;1
Skullbacka;43;42;1
Skurnik;64;62;1
Skuthälla;67;66;1
Skutnabb;45;46;1
Skutnabba;23;23;1
Skytte;69;68;1
Skyttén;25;24;1
Skyttä;594;601;2
Skåtar;22;20;1
Skärström;24;24;1
Sköld;67;67;1
Skön;174;170;2
Slant;30;26;1
Sloan;25;24;1
Slotte;449;453;2
Slunga;61;59;1
Slussnäs;32;31;1
Slätis;27;27;1
Smahl;25;22;1
Smajli;32;31;1
Smal;55;55;1
Smart;29;28;1
Smed;52;54;1
Smedberg;148;146;2
Smedjebacka;25;28;1
Smedlund;83;86;1
Smedman;127;125;2
Smedroos;34;33;1
Smeds;875;864;2
Smedslund;25;25;1
Smirnov;127;116;2
Smirnova;125;114;2
Smit;20;20;1
Smith;424;408;2
Smolander;677;671;2
Smolsky;26;26;1
Smulter;100;98;2
Smura;163;159;2
Småros;49;49;1
Smått;33;34;1
Snabb;89;88;1
Sneck;263;262;2
Sneitz;61;61;1
Snell;206;209;2
Snellman;2153;2098;3
Snickars;303;310;2
Snicker;161;159;2
Snickeri;27;28;1
Snygg;145;146;2
Snårbacka;33;32;1
Snåre;131;129;2
Snäkin;27;24;1
Snäll;143;142;2
Snällström;68;68;1
Sobott;23;24;1
Sohkanen;114;114;2
Sohlberg;262;266;2
Sohlman;465;467;2
Sohlo;67;71;1
Sohlström;74;79;1
Sohrabi;22;21;1
Soidinaho;24;26;1
Soidinmäki;37;38;1
Soidinniemi;23;24;1
Soidinsalo;26;29;1
Soikka;44;46;1
Soikkanen;64;61;1
Soikkeli;1391;1404;3
Soikko;35;35;1
Soikkonen;43;42;1
Soila;91;91;1
Soilas;22;24;1
Soili;0;20;0
Soilu;38;36;1
Soiluaho;22;22;1
Soiluva;30;28;1
Soimakallio;28;28;1
Soimasuo;20;20;1
Soini;2218;2233;3
Soiniitty;42;41;1
Soinila;140;142;2
Soininen;2843;2870;3
Soininvaara;53;56;1
Soinio;150;155;2
Soinisalo;31;29;1
Soinne;56;57;1
Soinoja;37;36;1
Soinsaari;27;27;1
Sointu;119;115;2
Sointula;54;53;1
Soinu;35;36;1
Soirio;23;23;1
Soisalo;311;313;2
Soitamo;25;24;1
Soitinaho;22;22;1
Soittila;45;43;1
Soittu;20;20;1
Soivanen;21;20;1
Soivio;101;103;2
Soivuori;24;25;1
Sojakka;192;189;2
Sojonen;0;20;0
Sokero;121;121;2
Sokka;426;425;2
Sokkanen;70;72;1
Sokolov;47;47;1
Sokolova;43;39;1
Sokura;269;273;2
Sokuri;33;33;1
Sola;211;209;2
Solala;83;81;1
Solaranta;37;36;1
Solas;28;28;1
Solasaari;30;31;1
Solastie;0;20;0
Solatie;32;33;1
Soldan;44;42;1
Soldatkin;20;22;1
Solehmainen;165;166;2
Soliman;44;45;1
Solin;209;213;2
Solio;23;23;1
Solismaa;104;106;2
Solitanner;22;22;1
Solja;166;163;2
Soljasalo;45;44;1
Solkinen;29;28;1
Solkio;37;36;1
Solla;117;119;2
Sollasvaara;24;23;1
Sollman;25;25;1
Sollo;187;193;2
Solomon;46;41;1
Solonen;200;207;2
Solstrand;23;22;1
Soltani;26;27;1
Soltin;40;39;1
Solvin;24;25;1
Somari;21;21;1
Somby;21;21;1
Somer;24;23;1
Somerkallio;36;35;1
Somerkoski;51;50;1
Somerma;27;26;1
Somero;503;510;2
Someroja;58;58;1
Somersalo;38;38;1
Somervuori;59;62;1
Somiska;25;25;1
Sommar;0;20;0
Sommarberg;67;67;1
Sommardahl;41;38;1
Sommarlund;23;24;1
Sommarström;63;64;1
Sommer;25;25;1
Sompi;29;29;1
Sompinmäki;21;21;1
Somppi;392;388;2
Sonck;133;123;2
Song;37;33;1
Sonkajärvi;32;32;1
Sonkamuotka;55;56;1
Sonkki;40;40;1
Sonkkila;35;38;1
Sonne;107;105;2
Sonné;30;31;1
Sonni;20;20;1
Sonninen;557;560;2
Sonntag;116;118;2
Sontag;77;72;1
Sood;46;43;1
Sookari;46;47;1
Soon;28;28;1
Sopanen;683;681;2
Sopenkivi;22;23;1
Sopenlehto;26;29;1
Sopenperä;26;26;1
Sopo;24;26;1
Sopola;24;25;1
Soponen;24;25;1
Soppa;23;23;1
Soppela;310;309;2
Soppi;83;83;1
Sora;26;29;1
Sorainen;28;29;1
Soralahti;23;22;1
Soraluoma;20;0;1
Soramies;35;34;1
Soramo;26;26;1
Soramäki;95;92;1
Soranta;81;79;1
Soranummi;43;43;1
Sorasahi;22;21;1
Soratie;26;27;1
Sorila;61;62;1
Sorja;41;42;1
Sorjamaa;26;26;1
Sorjanen;34;35;1
Sorjonen;844;852;2
Sormaala;20;0;1
Sormunen;1962;1996;3
Sornikoski;31;32;1
Soro;53;53;1
Sorokin;55;53;1
Sorokina;25;24;1
Sorola;96;97;1
Soronen;495;491;2
Sorri;757;764;2
Sorrola;22;21;1
Sorsa;1860;1885;3
Sorsakivi;48;48;1
Sorsamo;23;22;1
Sorsamäki;26;27;1
Sorsimo;33;36;1
Sorto;21;22;1
Sortti;44;44;1
Sorva;41;41;1
Sorvala;66;68;1
Sorvali;540;545;2
Sorvaniemi;41;41;1
Sorvari;1047;1038;3
Sorvisto;444;444;2
Sorvo;141;141;2
Sorvoja;384;372;2
Sosala;53;54;1
Sosoi;21;20;1
Sosunov;22;24;1
Sotaheimo;20;20;1
Sotala;55;54;1
Sotamaa;72;68;1
Sotaniemi;139;139;2
Sotavalta;26;25;1
Sotikoff;34;33;1
Sotikov;73;75;1
Sotisaari;31;31;1
Sotka;73;71;1
Sotkasiira;127;128;2
Sotti;43;43;1
Sottinen;94;89;1
Soudunsaari;171;169;2
Soukainen;35;37;1
Soukka;523;521;2
Soukkala;63;65;1
Soukkamäki;0;20;0
Soukkanen;21;21;1
Soukkio;69;71;1
Soukko;95;93;1
Soukola;30;31;1
Sourander;77;77;1
Souranto;36;35;1
Souru;40;39;1
Soutua;25;26;1
Soutukorva;74;74;1
Sova;233;236;2
Sovala;24;25;1
Sovelius;31;31;1
Soveri;57;57;1
Sovijärvi;69;71;1
Sovio;33;32;1
Sovisalo;26;26;1
Sow;23;22;1
Spak;23;24;1
Sparf;58;58;1
Sparre;21;0;1
Sparv;36;32;1
Spelman;73;72;1
Spencer;38;37;1
Spets;240;234;2
Spinkkilä;0;20;0
Spolander;36;38;1
Spoof;71;72;1
Spring;75;79;1
Springare;83;85;1
Spåra;41;46;1
Spåre;30;30;1
Spårman;33;33;1
Spännäri;101;99;2
Staaf;42;37;1
Stade;43;41;1
Stadig;28;28;1
Stadius;46;44;1
Staf;33;35;1
Staff;22;0;1
Staffans;94;94;1
Stagnäs;31;32;1
Stam;88;90;1
Standertskjöld-Nordenstam;22;22;1
Stanley;22;21;1
Stara;40;38;1
Starast;45;46;1
Starck;455;451;2
Starckjohann;23;24;1
Stark;386;369;2
Statovci;47;44;1
Staudinger;29;28;1
Stauffer;47;45;1
Stavén;60;60;1
Stedt;89;91;1
Steele;23;22;1
Steen;31;32;1
Steenari;28;28;1
Stefanius;42;43;1
Steffansson;21;22;1
Stein;40;41;1
Steinberg;28;27;1
Steiner;52;53;1
Stellberg;94;96;1
Sten;529;530;2
Stén;66;67;1
Stenback;79;78;1
Stenbacka;235;240;2
Stenberg;1437;1452;3
Stenborg;36;37;1
Stenbäck;361;350;2
Stendahl;50;47;1
Stenfors;416;411;2
Stengård;119;120;2
Stenhammar;53;53;1
Stenholm;396;402;2
Stenhäll;48;47;1
Stening;38;37;1
Stenius;588;576;2
Stenlund;247;248;2
Stenman;932;926;2
Stenmark;115;111;2
Stenroos;841;847;2
Stenros;70;69;1
Stenroth;293;286;2
Sténs;21;21;1
Stenstrand;46;46;1
Stenström;317;317;2
Stenudd;94;88;1
Stenvall;492;493;2
Stenvik;77;82;1
Stenwall;22;24;1
Stepanoff;63;63;1
Stepanov;58;56;1
Stepanova;54;49;1
Stepanow;24;26;1
Stephens;30;30;1
Stevander;27;26;1
Stevens;55;53;1
Stevenson;33;30;1
Stewart;117;116;2
Stewen;24;24;1
Stick;65;65;1
Stig;25;25;1
Stigell;225;227;2
Stigzelius;70;68;1
Still;236;235;2
Stillman;22;22;1
Stingl;0;20;0
Stirkkinen;68;73;1
Stjerna;143;142;2
Stjernberg;172;172;2
Stjernvall;98;98;1
Stockmakari;25;27;1
Stockus;38;38;1
Stolpe;153;159;2
Stolt;560;556;2
Stoor;308;302;2
Stor;42;43;1
Storbacka;293;286;2
Storberg;42;45;1
Storbjörk;117;116;2
Storbäck;30;30;1
Stordell;28;27;1
Store;157;155;2
Storfors;72;73;1
Storgård;126;133;2
Storgårds;85;85;1
Storhammar;39;40;1
Storhannus;21;22;1
Storholm;21;21;1
Storkamp;21;22;1
Storlund;63;63;1
Storlöpare;40;41;1
Storm;241;245;2
Stormbom;59;55;1
Stormi;25;24;1
Storrank;45;45;1
Storsjö;77;79;1
Storskrubb;28;29;1
Storsved;38;39;1
Storvik;21;23;1
Storås;69;68;1
Strand;504;495;2
Strandback;29;30;1
Strandberg;539;538;2
Strandell;104;104;2
Stranden;159;157;2
Strandén;197;199;2
Strander;27;26;1
Strandholm;41;41;1
Strandman;280;280;2
Strandström;54;54;1
Strandvall;140;136;2
Strandvik;38;38;1
Strang;183;178;2
Stranius;200;198;2
Streng;298;301;2
Strengell;365;378;2
Strid;49;49;1
Stråhlman;0;20;0
Stråka;61;65;1
Sträng;24;25;1
Ström;1158;1159;3
Strömberg;1001;995;3
Strömborg;51;52;1
Strömbäck;74;70;1
Strömfors;52;56;1
Strömman;25;26;1
Strömmer;126;126;2
Strömsholm;104;106;2
Strömsnäs;29;29;1
Strömsten;51;52;1
Strömsund;23;22;1
Stubb;98;101;1
Stubbe;52;50;1
Stucki;34;34;1
Stude;57;56;1
Styf;77;80;1
Stykki;28;28;1
Stylman;48;44;1
Styrman;134;131;2
Stürmer;20;21;1
Styrström;45;44;1
Ståhl;608;616;2
Ståhlberg;568;559;2
Ståhle;154;154;2
Ståhlhammar;30;26;1
Ståhls;40;40;1
Ståhlstedt;32;33;1
Ståhlström;95;96;1
Stålhammar;158;156;2
Stålhane;46;50;1
Stålnacke;98;98;1
Stång;58;58;1
Stöckell;74;73;1
Stöd;23;23;1
Suanto;63;63;1
Suckman;48;49;1
Sucksdorff;70;69;1
Suhola;40;44;1
Suhonen;3640;3694;3
Sui;53;51;1
Suihko;336;336;2
Suihkola;28;30;1
Suihkonen;636;645;2
Suikka;93;94;1
Suikkanen;844;853;2
Suikkari;163;167;2
Suikki;454;472;2
Suikkonen;33;36;1
Suikula;24;22;1
Suilamo;21;20;1
Suisto;0;20;0
Suistola;22;23;1
Suitiala;25;25;1
Suittio;38;39;1
Sujala;22;23;1
Sukanen;196;193;2
Sukari;148;140;2
Sukava;23;23;1
Sukeva;49;46;1
Sukki;52;53;1
Sukselainen;20;20;1
Suksi;132;135;2
Sukula;41;41;1
Sukuvaara;148;151;2
Sula;73;72;1
Sulaiman;47;34;1
Sulander;268;280;2
Sulanen;26;25;1
Sulanko;21;22;1
Sulanne;27;26;1
Sulanterä;22;24;1
Sulanto;30;30;1
Sulaoja;22;21;1
Sulasalmi;178;181;2
Sulavuori;51;52;1
Suleiman;95;86;1
Sulin;406;414;2
Sulinko;24;23;1
Sulisalo;0;20;0
Sulka;36;36;1
Sulkakoski;227;227;2
Sulkala;111;118;2
Sulkama;35;36;1
Sulkamo;24;25;1
Sulkanen;158;157;2
Sulkava;162;163;2
Sulkinoja;0;21;0
Sulkko;50;49;1
Sulku;101;100;2
Sulkula;36;37;1
Sulkumäki;42;41;1
Sulkunen;67;71;1
Sullivan;34;33;1
Sulo;98;96;1
Sulonen;605;604;2
Sulopuisto;33;33;1
Sultan;27;22;1
Sultsi;52;51;1
Suma;26;25;1
Sumala;21;0;1
Sumanen;75;78;1
Sumelius;70;71;1
Sumell;69;67;1
Sumén;73;71;1
Sumentola;26;25;1
Sumia;31;31;1
Sumiloff;101;99;2
Sumioinen;20;20;1
Sumkin;25;25;1
Summa;71;72;1
Summala;73;74;1
Summanen;637;637;2
Sumu;33;34;1
Sumukari;23;21;1
Sumuvuori;46;46;1
Sun;62;59;1
Suna;64;66;1
Sunabacka;72;69;1
Sund;574;574;2
Sundberg;1316;1321;3
Sundblad;52;53;1
Sundblom;234;238;2
Sundbäck;127;128;2
Sundelin;429;425;2
Sundell;1153;1167;3
Sundén;90;91;1
Sundfors;120;121;2
Sundgren;139;140;2
Sundgrén;21;20;1
Sundholm;585;588;2
Sundin;64;65;1
Sundkvist;267;262;2
Sundman;692;689;2
Sundquist;66;62;1
Sundqvist;1571;1567;3
Sundstedt;59;59;1
Sundsten;100;102;2
Sundström;2016;2024;3
Sundvall;290;288;2
Sundvik;205;207;2
Sundäng;25;25;1
Suneli;25;26;1
Sunell;129;134;2
Suni;1379;1365;3
Sunikka;97;100;1
Sunila;194;200;2
Suninen;99;99;1
Suninmäki;21;0;1
Sunnarborg;76;76;1
Sunnari;239;236;2
Suntela;20;21;1
Suntila;103;100;2
Suntinen;49;51;1
Suntio;186;188;2
Suntioinen;31;33;1
Suo;74;76;1
Suoanttila;62;64;1
Suo-Anttila;25;23;1
Suodenjoki;28;29;1
Suoja;63;67;1
Suojala;105;107;2
Suojalehto;29;28;1
Suojama;26;26;1
Suojanen;762;771;2
Suojansalo;34;34;1
Suojoki;160;158;2
Suojärvi;120;123;2
Suokanerva;22;22;1
Suokari;23;23;1
Suokas;1287;1309;3
Suokivi;23;22;1
Suokko;270;276;2
Suoknuuti;226;226;2
Suokonautio;33;36;1
Suolahti;107;109;2
Suolanen;74;73;1
Suolaniemi;35;34;1
Suomaa;77;76;1
Suomala;305;311;2
Suomalainen;3166;3234;3
Suomela;1835;1863;3
Suomensalo;23;25;1
Suomento;24;25;1
Suomi;1787;1807;3
Suomilammi;86;84;1
Suominen;7109;7196;3
Suomio;20;20;1
Suomu;63;65;1
Suomäki;116;117;2
Suoniemi;553;562;2
Suonikko;25;24;1
Suoninen;153;153;2
Suonio;226;229;2
Suonkanta;59;60;1
Suonmaa;21;0;1
Suonnansalo;39;39;1
Suono;25;24;1
Suonoja;32;31;1
Suonperä;201;201;2
Suonpää;926;943;2
Suonsaari;36;38;1
Suonsilta;28;29;1
Suonsivu;90;87;1
Suonsyrjä;51;52;1
Suontaka;73;72;1
Suontakanen;113;110;2
Suontama;143;141;2
Suontaus;29;29;1
Suontausta;387;387;2
Suonto;32;34;1
Suonurmi;31;32;1
Suonvieri;202;201;2
Suopajärvi;233;235;2
Suopanki;268;271;2
Suopelto;67;68;1
Suoperä;72;74;1
Suopohja;20;20;1
Suopuro;50;47;1
Suorajärvi;81;83;1
Suoraniemi;192;188;2
Suoranta;632;635;2
Suorauha;34;35;1
Suorsa;968;976;2
Suortamo;24;24;1
Suortti;273;280;2
Suosaari;40;38;1
Suosalmi;21;20;1
Suosalo;90;90;1
Suosilta;30;29;1
Suoste;31;32;1
Suotonen;24;26;1
Suotula;117;116;2
Suotunen;33;33;1
Suova;39;42;1
Suovalkama;24;23;1
Suovanen;152;158;2
Suovaniemi;24;23;1
Suoverinaho;40;43;1
Suovirta;30;31;1
Suovuori;48;46;1
Suoyrjö;43;44;1
Supinen;34;34;1
Suppala;63;67;1
Suppanen;50;50;1
Supperi;128;132;2
Suppola;57;59;1
Supponen;59;57;1
Suppula;72;74;1
Sura;36;35;1
Surakka;966;981;2
Surenkin;27;24;1
Surkka;64;68;1
Surma-aho;64;64;1
Survo;84;78;1
Survonen;76;75;1
Susi;473;472;2
Susiluoto;57;55;1
Susimaa;22;22;1
Sutela;402;399;2
Sutelainen;111;108;2
Sutherland;21;20;1
Sutinen;2076;2113;3
Sutton;35;34;1
Suua;28;30;1
Suuluhta;24;26;1
Suumäki;22;23;1
Suuniittu;49;50;1
Suuniitty;55;57;1
Suuntala;43;43;1
Suuraho;24;24;1
Suur-Askola;28;30;1
Suur-Hamari;39;39;1
Suurhasko;89;91;1
Suurholma;24;24;1
Suuriniemi;119;120;2
Suurinkeroinen;51;52;1
Suur-Inkeroinen;35;34;1
Suuripää;42;42;1
Suurkaulio;39;42;1
Suurkoivu;61;63;1
Suurkuukka;48;47;1
Suurla;29;29;1
Suur-Nuuja;24;27;1
Suurnäkki;297;304;2
Suur-Näkki;25;26;1
Suuronen;1205;1221;3
Suurpää;76;74;1
Suursalmi;107;107;2
Suur-Uski;73;75;1
Suutala;161;161;2
Suutari;1729;1761;3
Suutari-Jääskö;35;35;1
Suutarinen;641;651;2
Suutarla;47;44;1
Suutela;31;31;1
Suvala;66;63;1
Suvanen;55;53;1
Suvanne;72;72;1
Suvanto;1965;1970;3
Suvela;171;174;2
Suvenaho;21;22;1
Suvenkari;35;32;1
Suves;23;22;1
Suvikas;23;23;1
Suvikunnas;22;23;1
Suvila;69;71;1
Suvilaakso;34;35;1
Suvilahti;25;24;1
Suvilampi;41;42;1
Suvilehto;58;57;1
Suvinen;250;250;2
Suviola;43;42;1
Suviranta;63;64;1
Suvisaari;56;55;1
Suvisalmi;53;51;1
Suvisuo;33;35;1
Suvitaival;30;31;1
Suvitie;132;134;2
Suvivuo;38;39;1
Suzi;37;35;1
Suzuki;26;27;1
Svaala;22;20;1
Svahn;513;512;2
Svahnström;74;76;1
Svala;63;63;1
Svan;94;93;1
Svanberg;103;100;2
Svanbäck;129;124;2
Svanljung;24;25;1
Svanström;91;91;1
Svart;298;311;2
Svartbäck;40;36;1
Svarts;61;65;1
Svartsjö;206;209;2
Svartström;130;129;2
Svarvar;112;116;2
Sved;102;103;2
Svedberg;22;23;1
Svedström;31;31;1
Sveholm;62;65;1
Sven;24;26;1
Svenblad;65;65;1
Svenfelt;219;217;2
Svenfors;28;27;1
Svenlin;178;175;2
Svenn;95;96;1
Svennas;26;25;1
Svennblad;62;66;1
Svennevig;39;36;1
Svenns;67;69;1
Svens;117;121;2
Svensberg;53;53;1
Svensk;276;281;2
Svenskberg;43;44;1
Svensson;366;366;2
Svenström;28;29;1
Svevar;34;33;1
Sviberg;37;37;1
Sviili;22;21;1
Svinhufvud;48;49;1
Svärd;390;390;2
Swahn;32;34;1
Swahne;26;26;1
Swanljung;103;100;2
Sweins;27;29;1
Sydholm;21;0;1
Sydänheimo;21;22;1
Sydänlammi;51;49;1
Sydänmaa;182;187;2
Sydänmaanlakka;140;143;2
Sydänmetsä;95;96;1
Sydänmäki;33;33;1
Sydänoja;42;39;1
Syed;44;39;1
Sykiäinen;44;44;1
Sykkö;199;199;2
Sykäri;24;24;1
Syla;77;71;1
Sylander;56;56;1
Sylgren;33;33;1
Sylvander;37;36;1
Sylve;20;20;1
Sylvelin;21;21;1
Sylvestersson;24;24;1
Sylvin;22;22;1
Syngelmä;58;59;1
Syreeni;22;21;1
Syren;52;53;1
Syrén;173;175;2
Syrenius;61;57;1
Syri;460;442;2
Syrilä;26;27;1
Syring;38;37;1
Syrjä;945;958;2
Syrjäaho;33;32;1
Syrjäkari;36;35;1
Syrjäkylä;22;22;1
Syrjälahti;57;59;1
Syrjälä;2435;2448;3
Syrjäläinen;369;374;2
Syrjämäki;216;217;2
Syrjänen;1407;1421;3
Syrjäniemi;82;80;1
Syrjänpää;45;47;1
Syrjäpalo;50;51;1
Syrjäsalo;24;22;1
